"transcript","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29","sample_30","sample_31","sample_32","sample_33","sample_34","sample_35","sample_36","sample_37"
"NM_025224",2,2,9,4,4,1,2,4,4,2,1,2,2,4,7,8,2,2,3,4,3,11,4,6,4,1,2,3,0,0,8,0,3,3,4,8,4
"NM_013265",1,3,4,5,2,1,2,0,3,5,3,3,4,2,1,8,3,9,5,6,5,13,4,6,3,2,1,3,1,4,6,1,5,4,21,14,2
"NM_001277",1,1,1,1,1,2,1,1,3,5,6,1,1,1,2,1,2,4,6,2,2,2,1,1,2,2,2,1,3,3,1,5,2,1,3,2,3
"NM_001278",1,1,3,1,1,1,2,1,1,1,1,0,4,1,1,2,2,0,0,1,1,3,0,2,1,1,1,0,1,1,1,1,3,2,3,0,2
"ENST00000356239.3",1,3,7,2,5,2,1,1,2,3,1,1,2,2,4,5,2,2,3,2,2,8,3,4,9,2,2,1,2,7,2,2,2,14,6,12,2
"NM_013262",2,2,3,1,1,1,3,3,2,1,2,2,1,2,1,3,2,4,3,4,1,2,2,4,4,1,4,3,1,9,1,3,1,2,3,4,2
"NM_013261",2,2,4,2,1,1,0,1,1,2,2,1,1,5,1,1,1,1,3,1,2,4,2,2,3,0,2,0,0,1,3,1,1,3,4,9,1
"NM_001280",1,1,20,12,9,0,5,2,1,4,1,1,4,3,1,14,1,8,1,12,2,1,7,12,6,2,10,6,5,9,15,1,1,1,4,1,1
"ENST00000504179.1",0,6,5,1,4,2,3,4,5,6,2,6,9,5,7,6,6,2,3,3,2,8,3,2,5,0,3,3,1,6,6,4,5,2,19,6,0
"NM_001281",0,0,1,1,1,0,0,0,2,1,0,1,1,2,1,1,1,1,1,1,0,2,1,1,1,0,0,1,1,1,1,0,0,2,6,2,0
"NM_001284",1,2,3,1,1,1,1,2,3,1,2,1,1,2,2,2,4,2,2,2,2,1,2,4,3,1,3,1,2,1,2,2,1,1,5,1,1
"NM_001171162",1,1,1,1,3,0,1,1,1,1,1,1,2,0,1,2,1,1,1,1,2,1,1,2,3,0,1,0,1,1,2,0,2,6,1,1,0
"NM_013255",2,5,10,2,7,2,3,4,7,7,4,4,17,1,4,7,7,4,2,3,4,7,5,8,10,1,3,5,5,5,9,8,5,11,13,8,3
"NM_001286",0,1,3,1,1,0,1,0,1,2,0,2,1,1,1,1,1,3,1,1,2,1,1,1,1,0,1,1,1,0,2,3,2,1,2,1,2
"NM_014586",0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,2,1,0
"NM_025232",3,1,1,0,0,1,1,0,0,0,0,1,0,0,2,1,1,0,0,0,1,1,0,4,1,0,0,0,1,1,0,4,2,0,4,3,0
"NM_025230",1,2,3,1,1,0,1,0,2,3,0,0,2,4,0,4,1,0,2,0,1,12,1,1,3,0,3,1,1,0,1,1,1,3,10,3,0
"NM_001171167",1,3,2,1,1,0,1,1,0,1,2,1,2,0,1,2,2,2,1,1,0,3,3,0,1,0,1,0,0,0,2,0,1,0,6,1,0
"ENST00000553974.1",3,1,0,4,1,0,0,1,1,1,0,2,4,1,4,8,2,2,0,3,0,10,4,3,1,1,1,1,1,1,3,0,6,0,6,7,1
"NM_001229",44,0,3,22,1,3,63,69,0,3,4,20,27,5,7,17,3,8,6,53,2,11,11,79,1,6,17,7,12,2,19,5,16,5,4,5,1
"ENST00000045347.7",0,1,1,3,2,1,1,0,2,0,0,2,2,1,3,2,1,0,1,2,0,2,0,4,3,0,1,1,2,3,4,5,0,1,5,1,0
"NM_001221",2,4,4,5,1,11,1,3,2,6,3,1,6,3,3,6,2,4,3,1,1,10,5,4,3,1,3,2,4,5,6,2,4,4,16,8,2
"NM_003883",1,1,3,1,3,1,0,1,2,1,0,1,1,1,1,2,2,1,2,1,0,4,1,2,1,1,0,1,0,1,3,2,2,1,4,2,0
"NM_002553",0,3,1,2,1,1,1,1,1,0,2,1,4,2,3,2,2,1,1,2,2,5,1,1,2,1,1,3,1,2,2,1,2,1,4,2,1
"NM_001224",0,1,0,0,0,0,0,1,1,1,1,1,0,1,2,1,1,0,1,0,0,1,0,1,2,1,0,0,2,0,2,1,1,1,1,1,1
"NM_002556",1,1,3,1,2,1,4,0,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,0,2,1,1,2,2,3,2,1,0
"NM_003887",1,1,2,1,1,2,3,1,2,1,1,1,2,2,2,1,1,1,1,3,2,1,1,3,1,1,1,2,1,1,1,1,2,2,2,1,1
"ENST00000346964.2",2,1,1,2,1,2,2,1,4,5,1,4,1,1,2,1,2,1,1,1,1,1,3,1,2,1,2,1,3,1,2,1,2,3,1,1,1
"NR_024507",3,2,2,7,2,4,5,13,3,3,1,3,4,5,2,2,0,1,1,4,1,3,5,7,3,1,4,2,4,3,4,3,5,6,3,2,0
"NM_001195144",1,1,1,1,1,1,1,0,5,1,1,1,3,2,0,2,1,2,1,1,0,2,1,1,2,1,2,1,0,1,2,1,2,1,1,1,1
"NM_003893",5,3,7,3,3,7,6,6,3,4,2,3,9,6,3,7,4,3,4,12,3,11,4,8,9,3,2,2,3,3,5,6,4,5,23,8,3
"NM_001218",1,0,1,2,1,1,0,1,1,0,0,1,0,2,2,1,2,0,2,1,1,0,2,1,1,1,1,0,1,1,0,1,2,1,1,1,1
"NM_025207",1,0,1,0,0,0,1,1,2,0,0,1,1,1,1,1,1,3,2,0,1,3,1,2,2,0,0,0,1,3,1,0,1,3,5,3,1
"NM_025208",1,4,1,1,4,1,2,0,1,3,1,7,1,7,4,7,3,1,1,4,1,1,2,4,3,1,3,1,3,7,8,7,2,10,2,1,3
"NM_194071",4,2,13,8,4,2,1,2,1,1,1,3,1,1,2,2,1,6,2,1,4,4,6,11,2,2,2,3,6,9,2,9,9,6,4,2,1
"ENST00000334444.6",1,4,1,1,1,1,1,3,1,0,1,0,1,1,2,2,0,1,1,0,2,1,1,2,1,0,0,1,0,1,2,0,0,2,2,1,1
"NM_025204",1,1,2,1,2,2,0,1,1,0,1,3,2,2,1,1,0,1,2,1,1,4,1,1,1,2,4,1,2,5,1,1,1,3,6,1,3
"ENST00000262215.3",1,4,2,3,4,1,1,1,1,2,1,1,2,1,3,1,1,4,3,1,1,3,1,1,6,1,1,2,2,4,2,2,1,2,2,2,2
"NM_025201",0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,1,2,1,0,0,1,1,0,0,1,1,2,1,1,1,0,1
"NM_002541",1,1,2,2,3,1,3,1,3,2,1,8,3,1,2,1,1,1,1,4,1,3,3,1,3,2,1,2,1,1,2,1,3,1,9,6,1
"NM_003873",1,4,2,2,2,2,2,1,3,1,2,3,1,1,3,3,3,4,2,4,4,4,2,4,2,2,3,2,2,1,4,5,4,1,2,5,1
"NM_001211",1,0,2,2,3,1,1,2,1,1,2,1,1,1,2,1,3,1,1,3,1,1,1,2,2,1,0,0,2,3,2,3,1,4,1,1,1
"NM_001212",1,2,0,2,0,0,1,1,1,0,0,0,1,0,1,3,0,0,1,0,0,7,1,0,5,1,1,0,0,1,4,0,3,1,7,5,0
"NM_003875",3,6,10,6,9,2,5,5,1,7,1,0,13,10,9,8,6,5,3,3,8,9,7,7,8,3,7,2,4,6,7,5,11,9,24,10,3
"NM_002547",1,1,2,2,1,1,9,2,1,3,2,1,1,1,4,2,6,1,1,1,1,5,1,7,2,1,2,1,2,2,3,11,1,1,8,8,1
"NM_025209",1,0,1,3,0,3,1,1,2,1,0,2,1,2,0,1,2,1,5,1,0,1,1,3,3,2,1,0,1,1,1,2,0,2,3,0,0
"NM_003878",2,0,0,1,2,1,0,1,0,0,0,2,1,0,1,4,1,0,0,2,0,2,2,2,1,1,0,0,1,0,0,1,3,0,4,1,0
"NM_015859",93,17,31,104,44,106,180,253,11,32,89,108,141,33,26,68,29,54,7,100,18,67,70,70,17,31,68,76,29,43,98,42,98,35,19,31,22
"NM_001195131",1,2,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,2,1,0,1,3,1,1,0,0,0,1,1,1,1,0,1,0
"NM_014521",1,5,8,5,2,1,4,1,1,3,0,2,3,5,5,5,7,3,3,6,5,13,5,6,8,3,8,0,1,2,7,2,3,6,17,12,0
"NM_014520",1,1,2,0,1,1,1,0,0,1,0,2,0,2,1,1,1,0,1,1,2,1,1,0,1,1,0,0,1,1,0,1,3,4,4,1,2
"NM_001220",0,0,1,1,1,2,4,0,1,2,0,0,0,2,1,1,0,0,2,0,1,0,3,1,3,0,1,0,0,0,3,2,2,0,5,1,1
"NR_037804",0,0,2,1,1,0,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2
"NM_025211",0,1,1,1,1,2,1,1,1,1,0,2,2,2,1,1,1,1,1,1,2,2,1,4,1,1,0,1,1,1,1,1,1,1,1,1,1
"NM_015853",2,0,3,3,3,4,1,0,0,0,1,4,2,4,2,0,2,0,0,1,1,7,4,4,1,1,1,1,3,2,5,1,3,2,14,1,0
"NM_015892",0,1,1,1,3,1,3,1,2,1,1,0,3,1,1,1,1,1,2,0,2,2,1,3,1,1,1,1,2,0,1,0,4,4,3,1,3
"NR_036510",1,1,2,0,2,0,1,1,0,0,0,2,2,3,1,2,0,0,1,1,0,2,2,1,2,0,0,0,1,1,2,1,3,1,3,4,0
"NM_002574",2,4,7,4,2,7,3,2,2,1,2,2,2,5,7,3,3,1,4,10,8,9,6,1,11,4,0,4,1,2,2,8,10,9,17,11,1
"NM_013232",1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,3,1,0,1,1,1,1,0,3,1,1,3,2,2,1,2,4,1,2,1,0
"NR_024525",1,1,1,2,0,0,1,0,0,1,0,0,1,2,1,0,4,1,0,1,0,1,1,1,3,0,0,0,0,0,0,1,1,3,1,1,0
"NM_002577",1,1,6,1,9,10,2,1,1,4,7,12,8,7,1,3,2,6,9,9,1,3,19,2,1,6,6,1,1,1,1,1,15,9,2,2,5
"NM_001249",0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,2,1,0,0,1,1,0,0,1,0,1,0,1,1,0
"TCONS_00020142",4,10,20,10,2,8,9,6,7,5,6,8,7,13,7,8,12,5,12,3,5,8,10,4,10,4,5,4,10,12,4,12,6,8,12,12,9
"ENST00000381341.2",2,3,8,8,1,3,8,5,2,2,1,1,1,6,4,5,1,1,3,1,2,12,0,1,4,1,2,2,0,3,6,5,7,4,14,6,0
"NM_002581",1,1,2,1,1,2,1,2,3,1,1,2,2,2,1,1,2,1,1,1,1,1,3,1,2,2,2,2,2,1,2,1,2,2,10,1,2
"NM_014554",0,1,1,1,1,1,2,1,0,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,0,1,2,1,1,2,1,1,1,2,2,1
"NM_001253",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,3,1,1,1,0,1,1,2,1,2,3,5,1
"NM_015884",3,1,1,1,4,1,2,1,1,1,0,3,1,0,4,3,1,1,1,2,1,1,1,1,1,0,1,1,1,3,1,3,9,1,1,3,0
"NM_015885",1,3,3,2,6,2,1,3,2,1,1,1,5,4,1,5,1,1,2,1,5,3,2,1,4,1,3,3,3,1,2,6,2,2,1,2,1
"NM_015888",0,0,3,0,0,0,0,1,0,1,0,0,0,3,4,0,1,0,4,0,0,0,1,3,4,1,1,0,0,2,0,2,2,3,6,1,3
"ENST00000503947.1",3,10,17,17,11,5,7,12,11,19,7,10,14,7,15,3,18,5,7,6,6,19,10,9,9,11,7,6,6,25,10,14,8,21,21,13,10
"NM_001039619",1,0,2,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,3,1,1,1,0,2,2,1,1,2,1,1,1,2,4,0
"NM_015881",1,2,6,3,1,1,4,1,2,1,0,5,3,2,2,7,1,1,1,2,2,2,1,1,6,1,4,2,2,4,4,1,1,3,1,5,4
"NM_001233",2,2,2,1,5,2,1,1,0,0,2,0,1,0,2,1,1,0,2,2,2,6,1,4,2,0,1,3,0,0,6,2,4,2,6,2,1
"NM_014550",0,0,0,2,1,0,0,1,1,2,0,1,1,1,1,0,2,2,0,0,0,0,0,1,3,1,1,1,0,2,2,0,1,2,1,1,0
"NM_002567",3,3,2,5,0,1,1,1,1,2,2,1,1,2,1,2,1,3,2,5,1,1,1,1,1,0,2,0,0,1,1,3,1,2,7,4,3
"NM_003899",5,6,17,9,7,2,12,4,15,4,1,8,3,11,13,16,11,6,3,6,8,24,6,13,7,6,3,2,4,3,9,13,5,12,35,20,9
"NM_183394",0,3,9,1,1,4,1,2,3,5,5,3,2,3,4,5,6,3,1,1,0,6,2,4,10,1,1,0,3,8,3,2,1,3,22,6,1
"ENST00000348428.3",1,1,2,1,2,1,1,1,1,4,1,2,2,2,3,4,1,1,1,1,1,3,2,3,1,3,1,0,0,5,3,3,2,1,5,4,3
"NM_001237",1,2,6,4,1,0,0,3,2,1,1,5,1,1,4,5,1,5,1,0,0,2,1,3,4,2,3,3,1,2,4,2,2,5,14,7,1
"NM_002568",1,7,4,8,7,1,2,4,3,2,5,3,6,5,9,9,3,2,5,4,1,7,1,4,6,3,1,4,3,2,7,6,9,8,24,12,8
"NM_003898",1,1,1,1,1,2,1,1,1,2,1,3,1,4,1,4,1,2,2,4,1,1,1,3,1,1,2,2,4,1,1,8,2,6,1,1,1
"NM_002569",2,1,1,4,0,1,1,1,1,2,0,1,1,2,2,1,1,1,0,3,1,1,1,1,2,1,1,1,2,0,2,1,2,1,4,3,0
"NM_014547",3,1,2,4,3,1,4,1,6,3,1,4,1,2,1,2,1,1,2,1,2,2,1,4,2,1,1,1,1,5,1,1,3,1,2,1,1
"NM_002570",2,0,1,2,1,0,2,0,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,2,1,0,1,3,2,2,1,1,2,0
"NM_001240",1,1,1,1,1,2,1,4,2,1,4,1,1,1,2,1,1,4,1,1,1,21,5,1,1,1,1,1,1,1,2,1,5,7,1,1,3
"NR_024522",1,2,2,3,2,0,1,2,2,0,2,3,5,1,1,4,1,2,2,3,1,9,3,2,3,2,2,1,3,5,3,4,1,7,6,3,0
"NM_001195156",0,1,1,0,2,0,4,3,3,2,1,1,4,1,2,1,2,1,1,1,2,3,1,0,3,2,0,1,2,1,1,4,2,1,7,4,1
"NM_002572",4,1,3,14,7,4,1,1,3,1,1,1,2,3,7,2,2,10,3,2,6,25,2,1,1,1,10,1,4,2,12,4,2,14,1,13,1
"NM_015873",3,1,0,4,4,6,1,1,0,0,6,1,2,1,2,4,0,3,2,3,0,3,1,0,0,1,2,2,2,4,6,0,4,2,0,0,0
"ENST00000541837.2",0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,1,2,2,0,1,2,0,2,1,0,1,1,0,0,0,1,2,1,1,4,3
"NM_015878",1,1,1,1,5,1,2,3,1,1,1,1,1,1,1,3,1,3,3,1,1,4,1,6,1,4,1,2,2,1,2,1,1,2,3,2,2
"NM_003848",1,1,7,1,1,6,3,4,3,1,2,1,3,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,4,2,1,2,2,4,5
"NM_002518",2,1,6,8,3,1,7,1,3,2,1,4,5,4,7,4,1,2,5,1,4,5,3,8,4,3,2,1,7,6,2,9,7,4,3,6,1
"NM_003849",1,4,4,3,1,3,4,1,4,3,3,1,5,2,2,7,1,3,1,1,2,5,3,1,2,2,2,0,2,1,5,3,1,3,9,2,2
"NM_002519",3,0,1,3,1,1,1,0,0,0,2,3,3,1,2,1,1,1,1,0,1,2,1,2,2,0,1,1,1,3,1,1,2,2,6,1,0
"ENST00000395578.1",0,0,1,1,0,1,0,2,1,0,1,1,2,0,1,1,1,1,0,1,0,1,1,2,1,1,0,1,0,1,2,2,1,1,1,0,0
"NR_024549",2,4,9,6,3,1,11,2,5,6,1,5,9,1,7,0,5,4,1,4,6,7,4,5,4,1,2,2,5,4,6,14,1,9,14,8,3
"NR_024548",2,0,1,1,1,2,2,0,0,0,0,0,3,1,0,2,1,1,0,0,1,1,1,1,1,1,0,0,1,2,2,3,0,0,4,1,0
"NR_024547",3,2,5,2,4,1,3,9,3,2,2,9,7,3,5,5,1,3,3,9,2,7,5,5,2,2,4,4,3,3,3,6,4,4,7,9,1
"NM_003842",0,1,2,1,1,0,2,1,2,3,0,1,0,1,3,4,3,2,1,0,1,11,5,3,2,1,1,1,0,0,2,2,2,0,8,7,1
"NR_024546",1,2,7,5,1,1,4,3,5,8,1,3,7,0,3,2,1,2,3,1,1,5,6,3,3,3,4,2,3,1,7,2,1,4,13,5,7
"NM_002512",0,1,4,3,1,0,1,3,1,5,1,1,3,4,7,6,7,2,2,4,2,10,3,4,6,0,1,2,4,1,3,3,1,7,24,18,0
"NM_002513",0,1,3,0,0,0,1,2,0,1,0,0,0,4,0,0,0,1,0,0,0,1,1,1,2,2,0,1,2,1,1,0,1,0,5,4,0
"ENST00000554945.1",5,3,4,17,1,19,5,8,3,14,8,10,21,10,4,6,10,6,1,4,0,10,8,13,5,3,15,11,8,10,18,4,10,10,6,4,2
"NR_024555",2,6,6,19,9,3,10,5,9,8,5,9,11,7,11,8,12,8,8,7,4,12,7,15,3,14,8,4,3,8,9,8,6,16,20,20,4
"NR_024554",2,3,5,15,8,3,9,4,6,4,4,9,6,4,7,5,12,6,7,3,4,7,7,13,3,12,8,4,3,8,6,8,5,13,14,15,4
"NM_001040624",7,6,14,11,9,3,13,6,9,7,9,7,14,5,9,8,3,10,6,6,6,26,11,15,10,7,7,5,10,9,14,10,5,10,16,11,6
"NR_036528",0,1,3,2,1,0,2,1,3,2,1,1,2,1,4,2,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,2,1
"NM_002505",3,3,1,2,2,2,1,2,3,2,6,5,1,5,1,10,2,3,1,2,1,1,4,6,5,4,1,2,1,2,5,2,5,9,2,7,1
"NM_002508",1,1,4,1,3,1,1,2,2,4,1,2,5,1,3,3,1,1,1,1,1,5,2,1,1,2,1,4,2,2,2,2,4,1,1,1,4
"NM_003831",2,2,4,3,4,1,1,1,1,2,0,2,1,2,3,5,1,4,2,5,1,12,3,5,2,1,2,1,3,3,4,1,5,1,10,4,1
"NM_183373",0,1,1,0,0,2,1,1,0,0,0,0,1,0,2,1,0,0,0,0,1,2,1,0,0,1,0,1,0,1,0,0,1,2,2,2,1
"ENST00000179882.6",2,0,2,2,4,1,3,1,5,4,2,3,3,5,2,2,6,1,3,3,1,2,2,1,3,0,1,2,4,3,1,1,2,4,7,3,4
"NM_002504",4,2,1,1,4,1,1,1,1,1,1,1,8,4,1,3,1,2,3,1,2,2,1,1,1,2,2,2,1,2,1,1,4,1,1,2,2
"NR_024542",247,6,68,268,42,78,429,458,22,36,122,419,147,87,62,70,65,78,19,160,42,114,89,144,35,162,100,108,89,63,190,127,108,92,34,50,9
"ENST00000494626.2",5,9,16,5,17,4,5,3,10,13,6,9,15,9,22,15,14,7,8,9,4,17,9,13,12,7,2,9,4,19,13,10,11,13,40,17,8
"NM_002539",2,1,21,1,9,12,1,2,1,9,4,3,8,9,2,6,16,15,10,5,1,6,5,25,24,2,1,13,12,16,1,1,1,2,5,2,1
"ENST00000504273.1",1,0,1,1,1,1,1,2,3,0,2,2,3,1,1,1,3,2,1,1,0,1,0,1,1,1,1,2,2,1,1,2,2,1,0,1,0
"NR_037882",2,2,1,1,1,1,1,2,2,1,2,2,1,4,1,1,1,2,2,1,2,1,1,3,2,0,1,2,6,10,2,12,2,10,4,3,1
"NR_036550",1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,2,2,1,1,0,0,1,0,1,1,3,1,1,3,1,0
"NR_037888",2,2,1,1,6,1,1,1,1,2,1,5,1,3,7,2,1,2,1,1,2,4,1,2,3,4,1,1,3,1,1,1,2,1,2,8,3
"ENST00000527634.1",1,0,1,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,2,1,0,1,1,0,0,0,2,1,3,0,1,3,0
"NM_001112736",2,6,8,14,4,2,6,3,3,8,3,3,5,5,9,7,8,9,4,4,4,10,3,11,10,1,7,2,2,5,6,7,10,10,17,11,5
"NM_003861",1,3,3,2,1,1,3,6,7,4,1,3,4,6,4,2,1,1,2,3,5,3,3,3,1,2,1,1,1,2,5,5,1,1,5,2,2
"NM_002532",0,1,1,0,1,0,2,1,3,1,1,2,1,0,1,2,1,1,2,1,1,2,0,1,1,1,1,0,1,1,0,2,1,3,1,2,1
"NM_002533",1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1
"NM_003866",8,9,13,11,13,3,15,11,13,18,2,10,24,18,12,9,17,7,11,5,14,22,11,14,12,7,8,2,11,22,18,16,7,19,33,17,8
"NM_001204",4,1,3,1,1,6,2,13,1,2,3,1,4,2,2,4,6,3,2,4,1,7,5,18,20,13,5,1,5,2,1,1,2,3,12,13,1
"NM_002536",1,1,2,2,2,0,1,0,0,1,1,0,1,1,3,0,0,1,1,2,2,6,2,0,4,1,2,0,1,0,0,1,0,3,1,1,0
"NM_002537",1,1,4,5,4,1,4,1,3,3,1,1,2,2,1,4,3,2,2,3,2,10,5,1,1,0,2,0,1,3,4,0,8,4,15,3,1
"NM_001206",0,0,0,1,0,2,0,1,1,1,1,0,0,1,2,1,0,0,1,1,0,2,1,2,0,2,2,0,0,0,2,0,4,0,0,1,0
"NM_014515",5,15,15,11,7,6,25,8,18,25,11,8,23,12,15,16,20,7,5,15,7,15,11,18,22,10,8,12,17,22,18,24,8,25,36,26,7
"ENST00000160373.3",1,1,1,1,2,1,3,2,4,1,1,5,2,0,3,2,1,1,1,1,2,3,0,2,1,1,1,0,2,1,0,1,2,1,7,6,1
"NR_024577",0,0,5,1,1,0,4,3,2,1,2,3,2,1,2,2,1,0,1,3,2,7,2,3,0,0,4,1,1,1,4,3,2,0,9,1,2
"NM_002540",1,0,1,1,1,0,1,0,0,2,0,1,0,1,1,1,1,0,2,1,1,2,1,0,2,1,0,0,1,0,2,1,0,1,1,1,1
"NM_003870",2,5,1,1,5,2,6,5,1,3,4,1,1,1,6,1,8,1,2,1,3,1,9,2,1,1,1,3,6,6,1,2,1,1,2,1,1
"NR_024575",5,1,4,0,1,1,0,1,0,6,0,0,1,2,5,2,0,1,2,2,4,6,1,2,4,0,0,0,0,2,0,1,1,4,6,3,1
"NR_037879",2,1,1,4,3,0,1,2,0,0,0,1,1,3,1,3,1,4,3,1,2,6,1,1,1,1,3,1,1,0,1,1,1,2,4,2,1
"ENST00000380861.4",0,1,1,2,1,2,1,1,1,1,2,0,1,2,3,1,0,2,0,1,1,1,4,1,1,1,0,1,2,2,3,1,2,1,5,7,1
"NM_014519",0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,2,2,1,0,0,0,1,1,0,0,1,1,1,0,1,3,3,1
"NM_014517",2,1,4,3,1,1,1,2,1,2,3,2,1,1,2,2,1,1,1,1,1,6,2,2,2,2,1,1,3,1,1,4,1,1,4,1,1
"NM_003859",0,0,1,1,1,1,1,0,1,1,1,1,2,0,0,1,0,0,1,2,0,4,1,2,2,1,0,1,0,0,0,0,0,0,1,2,1
"NM_183357",2,1,1,1,2,0,3,2,2,2,1,1,0,2,1,3,5,1,0,2,1,3,3,3,5,1,0,0,1,0,2,1,3,3,4,2,0
"ENST00000306270.7",1,1,3,1,1,1,4,2,2,1,1,1,2,3,2,2,1,1,1,1,2,2,2,3,1,1,1,2,1,2,1,1,1,2,1,2,1
"NM_003851",2,1,2,2,2,0,3,1,1,1,0,1,1,0,2,2,1,1,1,0,1,4,1,2,2,0,2,0,0,0,7,0,8,2,6,2,0
"NM_002520",2,1,1,1,2,1,2,1,1,1,4,1,2,1,2,1,1,1,2,1,3,4,2,1,1,1,10,2,1,3,2,2,3,2,5,3,1
"NM_003850",1,1,1,1,5,1,2,1,5,5,3,2,2,2,7,3,4,2,1,3,0,10,2,2,3,1,1,2,3,4,1,1,3,4,3,1,3
"NR_024557",1,2,5,3,3,1,2,3,2,4,3,1,7,2,5,4,7,2,2,4,1,5,3,3,7,1,4,1,3,5,4,4,2,6,9,9,1
"NM_003852",0,9,18,10,7,4,8,4,11,7,3,5,13,7,19,9,17,5,7,7,3,11,4,8,12,7,4,3,10,11,10,16,4,13,35,14,3
"NM_002524",3,1,2,5,3,0,4,2,3,2,1,4,3,4,6,14,1,8,3,4,4,22,5,8,4,1,5,5,3,2,6,8,4,7,11,4,1
"NM_002525",1,1,1,1,1,1,4,3,1,2,1,1,3,2,2,2,1,1,4,1,1,6,3,1,2,2,1,1,2,2,3,2,3,7,5,4,1
"NM_014505",1,2,2,3,4,1,1,0,6,2,1,0,2,0,6,3,2,0,3,3,2,8,1,2,4,2,2,0,4,2,6,3,3,2,6,8,0
"NM_014504",1,1,1,2,3,1,1,2,1,0,2,2,2,0,2,1,1,1,1,2,1,1,4,3,1,1,1,2,1,1,3,2,3,1,2,1,0
"NM_014503",1,2,1,1,1,0,3,0,1,1,0,1,1,1,2,1,1,1,2,1,1,2,3,1,1,1,0,1,1,1,3,1,1,2,1,1,1
"NM_014502",0,0,4,3,1,3,2,1,2,1,0,0,0,1,3,5,1,2,5,1,1,8,1,1,4,0,0,0,0,2,1,2,1,1,1,7,1
"NM_014501",1,1,2,4,1,0,2,1,0,3,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,4,1,3,0,6,5,5,0
"NM_003860",1,1,1,1,2,0,0,1,1,1,0,1,0,2,1,1,2,1,0,1,2,3,0,1,2,0,1,0,1,1,1,0,1,2,5,3,1
"NR_036536",47,5,26,42,25,27,49,111,9,33,40,76,33,32,47,19,31,30,24,26,45,26,38,46,60,19,28,33,45,64,39,37,51,64,64,56,14
"NM_015832",0,3,4,1,1,0,0,3,0,1,0,0,0,0,4,2,3,0,2,0,2,1,1,0,1,0,0,2,0,3,0,3,1,1,3,3,2
"NM_015833",0,4,1,6,6,1,3,1,1,1,1,3,6,2,3,5,3,1,1,1,1,1,3,1,8,1,2,1,4,9,3,1,9,1,2,2,0
"ENST00000348165.5",1,1,2,1,2,1,3,1,2,1,2,1,4,3,2,1,5,1,1,4,2,3,1,2,2,1,2,1,3,1,4,3,2,2,2,2,3
"NM_015834",1,2,6,1,1,0,1,0,1,3,0,3,1,3,2,1,2,0,2,2,1,2,3,0,1,0,0,1,2,2,2,3,2,2,4,1,0
"NM_001040630",1,5,2,4,3,3,5,4,6,5,5,5,5,3,5,1,3,2,0,4,1,2,3,10,1,2,6,6,2,2,5,3,2,3,0,1,1
"NM_014506",0,2,2,1,1,1,1,2,0,1,0,0,1,0,2,1,2,2,1,1,0,8,1,1,1,1,1,1,0,0,6,2,1,1,8,3,2
"NM_003927",2,3,6,0,1,1,3,3,4,4,1,6,5,3,1,2,3,1,1,2,2,4,1,2,5,2,0,4,0,3,2,2,2,1,3,6,1
"NM_003926",1,1,2,1,1,0,2,1,2,2,1,1,3,1,1,4,1,2,2,1,1,3,4,2,1,2,2,3,2,1,3,5,1,1,7,2,2
"ENST00000514011.1",0,0,1,0,2,0,1,4,2,0,0,0,0,1,0,2,2,1,0,0,0,1,0,0,1,0,1,1,0,2,1,1,0,0,4,1,1
"NM_145056",0,2,6,1,1,0,0,3,0,2,0,1,4,4,3,2,1,1,0,1,1,6,1,1,5,1,1,0,1,2,2,1,3,5,12,7,2
