,logFC,pvalue,padj
ABCA2,-0.060793917,5.18E-05,0.000141098
SRP9,0.05514487,9.72E-07,3.63E-06
CHAF1B,-0.076363917,2.90E-10,2.05E-09
GTPBP4,-0.032071834,1.05E-05,3.29E-05
CLDN11,-0.164330035,8.50E-13,9.04E-12
PRR13,0.040448866,0.030148487,0.047077587
SLC22A17,0.01319244,0.471066557,0.53445264
GNG5,0.085654954,7.28E-12,6.65E-11
SLC25A16,-0.01783049,0.05386831,0.079288064
ELOA,-0.027491226,8.44E-06,2.70E-05
C1orf43,0.049467204,2.24E-08,1.15E-07
SGCE,0.102687136,6.29E-16,1.20E-14
BRSK1,-0.049159552,0.001401084,0.002938515
C1orf226,-0.083541058,4.04E-08,1.99E-07
RBM33,-0.041997144,0.001877239,0.003829537
TECPR2,-0.088033849,4.48E-10,3.05E-09
AGO3,-0.027709513,0.000602519,0.001341914
UBR2,0.029585103,0.011030183,0.019189601
N6AMT1,-0.012842503,0.269944973,0.332772402
AL133216.2,-0.010023354,0.671834576,0.723180383
FADS2,-0.046964963,0.006419375,0.011791306
PELP1,-0.006210514,0.744021284,0.788826637
BCR,-0.081132976,1.11E-11,9.76E-11
PKNOX2,-0.162836334,4.51E-29,4.02E-27
FUT1,0.071060605,0.00010861,0.000280067
RAP2C-AS1,-0.009157318,0.543417432,0.603127005
LMNA,0.061263281,8.00E-07,3.03E-06
MPC2,0.14111801,1.37E-22,6.28E-21
PCBP4,0.023593805,0.070396589,0.101054644
AP002956.1,-0.055499783,7.03E-08,3.29E-07
TMEM106B,0.035072725,0.047323269,0.070484463
CTNNBIP1,0.04169025,6.05E-07,2.35E-06
CCDC181,0.022604075,0.488050416,0.55036591
GALNT1,0.006451024,0.656617713,0.708478326
MOCS2,0.082345996,9.74E-14,1.23E-12
NDUFV2-AS1,0.039596303,0.002505959,0.004991949
MTND5P11,0.089236825,0.002046075,0.00415531
GPR63,0.010228124,0.618640201,0.67448779
PHC1,-0.090293416,1.85E-05,5.48E-05
SPATA5,-0.002704086,0.795054213,0.833215482
DERL1,0.012485164,0.140405137,0.188463272
CPXM1,-0.192781504,9.86E-32,1.23E-29
SLC49A3,-0.019581068,0.356781487,0.42332877
ETFDH,0.046216882,7.80E-08,3.61E-07
CNIH1,0.039136754,0.003688174,0.007117278
APAF1,-0.103900097,9.77E-05,0.000254402
PHYHD1,-0.003087128,0.876761683,0.901276402
E2F3,-0.127446373,1.79E-23,9.30E-22
NSA2,0.088983776,0.00015352,0.000383033
DGAT1,0.048812765,0.002889396,0.005690029
NRARP,0.083778115,8.46E-09,4.63E-08
SF1,-0.065796941,8.69E-10,5.61E-09
TLL1,-0.145120029,1.06E-11,9.36E-11
NDC80,0.002533781,0.838995721,0.870869546
CNOT1,-0.073848294,0.002627006,0.005212313
DLL4,0.009393983,0.470066944,0.533560663
SLC7A6OS,-0.067682283,0.000459741,0.001047724
ME2,0.023989841,0.016376129,0.027248135
DAG1,-0.044437613,4.01E-05,0.000112092
VGLL3,0.062374612,0.005936434,0.010985259
GGA1,-0.016364415,0.129134521,0.175026458
SLC25A40,-0.02894266,0.043969023,0.065979926
NBL1,0.133243588,2.33E-08,1.20E-07
SLC39A9,-0.0236989,0.008751873,0.015578273
INPP1,-0.02625111,0.02490587,0.039545682
SMIM3,0.022026125,0.041856397,0.063227185
RPGR,-0.060567291,4.78E-05,0.00013129
PPIH,0.090501027,2.81E-07,1.16E-06
CDC42SE1,-0.095661072,2.17E-15,3.70E-14
DSG2,-0.082339585,5.05E-10,3.39E-09
KDM4A,-0.055595808,2.39E-10,1.71E-09
ACOT4,0.018865841,0.321003433,0.38628572
PANK4,-0.02245149,0.051726161,0.0763824
PDE12,-0.021555168,0.023904593,0.038113191
TYW1,-0.001727236,0.87539257,0.900239171
UCHL1,-0.141476755,1.19E-08,6.42E-08
RALB,-0.029539019,3.22E-05,9.14E-05
PPAT,-0.079999238,4.03E-07,1.62E-06
CXorf38,-0.036424962,0.000119346,0.00030492
EEF2K,0.005854271,0.670449643,0.721987693
HIPK2,-0.049837905,0.000650133,0.001439621
ITGA9-AS1,0.049905088,0.001938046,0.00395197
LINC01521,-0.105051201,4.41E-06,1.47E-05
GID8,-0.005761592,0.244543486,0.305755796
MSANTD3,0.010570543,0.237862602,0.298372557
RPS29,0.231174705,4.21E-10,2.88E-09
FAM129A,0.279661354,1.89E-21,7.51E-20
DCBLD1,-0.150601818,3.89E-23,1.91E-21
KLHL26,0.016971846,0.22128058,0.280528119
EXOSC8,0.023332436,0.007985382,0.014331268
SUPT6H,-0.068332639,1.76E-08,9.29E-08
TMEM56,0.025129235,0.133332026,0.180081073
PLSCR4,-0.06687256,0.000438217,0.001002326
KAZN,-0.146754674,2.83E-20,9.61E-19
XPC,-0.114751573,7.40E-12,6.74E-11
POLR1E,-0.028065535,0.023254084,0.037194632
MARK3,-0.01364969,0.027105994,0.042632894
RPS2P32,0.05970088,0.017512924,0.028851605
PHB2,0.08812174,1.45E-11,1.26E-10
TMED9,0.01831195,0.094560427,0.132252345
MIA2,0.019804743,0.013216254,0.022530266
STAG3L4,0.051151917,0.0009221,0.001993298
SNAPC4,-0.04227674,0.000365159,0.000847238
CPNE8,-0.028567307,0.117358605,0.160765213
EEFSEC,0.073395049,1.14E-05,3.55E-05
C3orf70,-0.044696575,0.001288849,0.002727145
PDLIM4,0.194033938,7.58E-14,9.72E-13
SNAPIN,0.081098203,1.36E-15,2.43E-14
MGAT4C,0.102579041,5.61E-07,2.20E-06
ATF6,0.002898444,0.782771599,0.82241185
SCYL1,0.011197799,0.315335092,0.380931495
SH2D4A,0.000235433,0.991001549,0.992788568
SLC25A37,-0.009255975,0.369365586,0.436396014
GOSR2,-0.045345049,3.93E-10,2.71E-09
CHMP1A,0.043229167,6.35E-05,0.000170879
DDX20,-0.021296311,0.050054856,0.074111425
PRRG3,-0.025570698,0.091292968,0.128328603
POLR2D,-0.012904685,0.075478928,0.10764251
ST8SIA5,0.05948321,0.006798202,0.012405479
DIS3,0.005035834,0.637164311,0.690917709
KCTD2,0.006238497,0.440156718,0.505927262
LUC7L3,0.063384929,0.025103634,0.039796502
COL24A1,-0.040793484,0.059126965,0.086216048
IFIT2,0.026151132,0.140032264,0.188013243
ZNF780A,0.015747126,0.275874758,0.338746019
FAM95C,-0.080775417,0.001318574,0.002781802
HMGN5,0.071641306,0.130745946,0.176922795
AC007390.2,-0.000804009,0.969900524,0.977722302
AC008771.1,0.186805542,1.34E-06,4.87E-06
ROCK2,0.014575175,0.121344259,0.165409295
EPS15,0.00921579,0.341026302,0.406855526
MFAP3,-0.099109765,0.002442852,0.004881799
EIF1AD,-0.0314589,0.000219346,0.000530589
ZNRF2,0.019610439,0.346822788,0.4131794
HSF2,0.039608241,0.000784284,0.001716158
SFXN2,-0.133554191,3.96E-16,7.83E-15
RNF19A,0.020688355,0.221476775,0.280688905
SLC2A12,-0.00703597,0.84537345,0.876216262
WDR3,-0.045780236,0.001226253,0.002604801
FBXO25,0.059969365,7.63E-15,1.17E-13
ZNF37A,-0.01244887,0.316629817,0.382126257
FAM199X,0.028244426,0.104406503,0.14480791
VPS26C,-0.034877528,5.57E-06,1.83E-05
REXO1,-0.067529441,5.82E-07,2.27E-06
ENPP2,-0.04752476,0.004871706,0.009160785
TCAIM,0.027200834,0.00624931,0.011504621
PTGIR,0.025050433,0.261400085,0.323835586
RFK,-0.000952736,0.92971846,0.944835833
ACO1,-0.009585277,0.310516506,0.375836972
MPLKIP,0.082686809,7.89E-09,4.35E-08
ILRUN,0.034047555,0.000112731,0.000289648
MMP19,0.01626857,0.542987373,0.602783496
KPNB1,-0.061864988,1.37E-13,1.68E-12
ATP6V1C1,0.003289258,0.791997969,0.830534782
SARM1,-0.144878545,4.66E-12,4.38E-11
PIAS1,-0.015518522,0.094784273,0.132491296
RABAC1,0.182159148,3.33E-09,1.95E-08
NDUFA13,0.192656494,1.61E-07,7.06E-07
GADD45A,0.082511111,6.32E-17,1.38E-15
HSPA9,0.002214264,0.801619397,0.838510032
ESRP2,-0.01606061,0.308036154,0.373196212
C1QBP,0.027319272,0.003645931,0.007049363
ACBD6,0.036558882,1.28E-05,3.94E-05
ACTA1,0.270920568,7.15E-09,3.97E-08
FAXDC2,-0.022496673,0.078007912,0.11099589
AC093157.1,-0.038181205,0.013222242,0.022532792
DANCR,0.107134079,5.51E-09,3.10E-08
DTX1,0.096906784,0.000219915,0.000531709
HIST1H2AC,0.05524909,0.01702734,0.028146822
DCUN1D3,0.039734861,1.53E-05,4.62E-05
UQCRFS1,0.106506409,1.04E-13,1.30E-12
PTPRB,0.090644663,2.34E-11,1.94E-10
SPR,0.043023338,0.014337179,0.024193686
PIK3C3,0.02242594,0.027654251,0.043454197
KIAA0355,-0.151404288,4.09E-05,0.000114326
RREB1,-0.053487936,1.57E-06,5.64E-06
PIGL,-0.02373784,0.102716217,0.142701052
IFNLR1,-0.086846191,0.043699162,0.065614357
RARS,0.012433497,0.258870743,0.320979902
LATS2,-0.0488317,0.000487857,0.001104748
FRMD8,-0.066908276,3.08E-08,1.55E-07
SYTL4,-0.100190426,2.21E-09,1.33E-08
EFCAB7,0.06176753,0.000321918,0.000758168
NCS1,-0.037821396,3.84E-05,0.000107803
PGBD2,-0.04817547,9.71E-06,3.06E-05
NHSL1,-0.005537886,0.6272571,0.682394583
AC036176.1,0.12598717,1.02E-08,5.55E-08
TWF2,0.090369163,3.96E-06,1.33E-05
GRB10,-0.106938706,4.51E-15,7.18E-14
AC022415.1,0.029362198,0.048120041,0.071522058
C7orf31,-0.029633784,0.007922587,0.014233897
KLHL20,-0.030339491,0.002961332,0.005817942
WNK2,-0.010337886,0.442463152,0.507877815
UAP1L1,0.086775285,4.23E-06,1.42E-05
STK26,-0.261356095,3.73E-32,5.18E-30
CYP27A1,0.016892859,0.256858919,0.319000147
MYO15B,-0.089122955,2.96E-05,8.47E-05
PGGT1B,0.068021856,5.23E-08,2.51E-07
DDB2,0.004966641,0.758622608,0.801249057
CMYA5,0.07326584,7.10E-07,2.72E-06
SNHG4,-0.105683984,7.02E-12,6.44E-11
GPALPP1,0.029506771,0.006701461,0.012237876
AL590004.3,0.246313843,3.25E-08,1.64E-07
KCND3,0.099755075,8.56E-07,3.23E-06
C1orf105,-0.003071986,0.911970228,0.930771818
ZNF266,-0.002479861,0.876759675,0.901276402
TMA16,0.015862284,0.158162038,0.20893268
RAB5C,0.051243064,0.000394049,0.000910463
SELENOI,-0.053413551,5.36E-06,1.77E-05
CRYZL2P,-0.025850216,0.138427239,0.186008115
TIPRL,0.035483308,0.001694324,0.003486263
DEGS1,-0.026185946,0.003501059,0.006800815
NUDT16L1,0.097112001,6.81E-11,5.26E-10
PTTG1,0.075762276,1.70E-05,5.09E-05
METRNL,0.07852169,2.60E-05,7.54E-05
LURAP1,0.000799685,0.962251846,0.971971561
AQP3,0.160492611,2.21E-07,9.33E-07
ALOX12-AS1,0.060927587,0.014841132,0.024976661
ERAL1,0.020178662,0.119011987,0.162629116
PIWIL4,-0.009338222,0.491363661,0.553462109
PDGFB,0.138611644,6.61E-17,1.43E-15
CRIP2,0.154973237,1.10E-10,8.24E-10
PPP6R2,0.012870907,0.228983395,0.288246972
ZNF567,-0.010037193,0.55488256,0.614215807
PPIP5K2,0.022288436,0.168960025,0.221732316
RTL5,-0.076860892,1.06E-11,9.36E-11
AHI1,0.076837523,1.95E-05,5.77E-05
THAP7,0.096466977,2.01E-06,7.10E-06
CST3,0.145451202,4.20E-09,2.42E-08
CASP4,0.065920895,1.45E-08,7.75E-08
MAFK,-0.079969677,0.000113773,0.000292025
AFTPH,0.069988727,1.09E-12,1.13E-11
AP2B1,-0.006098036,0.312974737,0.378354373
ACACB,-0.024886876,0.177911866,0.232139699
MAPK1,-0.020646126,0.124107619,0.168975559
HIVEP2,0.011134119,0.48156209,0.544015014
ELL2,-0.033637534,0.024600158,0.039122388
ZSCAN18,0.004059218,0.589813228,0.647434938
GDAP2,0.026578067,0.041666968,0.06296006
CRTAP,-0.038680544,6.29E-06,2.05E-05
TMPO-AS1,0.028889308,0.038268953,0.0582303
FMC1,0.218507084,3.19E-13,3.65E-12
PIGC,0.018283008,0.082171855,0.116522766
ZNF470,-0.032321968,0.005498919,0.010228643
CYBC1,-0.029724923,0.021212827,0.034258441
NAT9,-0.015358802,0.124772468,0.16952781
MACROD2,0.009119424,0.538117953,0.598440784
PTN,-0.065490821,7.33E-07,2.80E-06
SF3A3,-0.03584813,2.80E-06,9.67E-06
POMGNT1,0.034342459,5.02E-08,2.43E-07
RTL8A,0.073307108,6.27E-05,0.00016893
UCK1,0.040795801,9.60E-06,3.03E-05
TRAPPC12,-0.018886084,0.142638772,0.191051127
AC093908.1,-0.021585506,0.0427305,0.064353163
MASTL,-0.054571425,7.16E-05,0.000191033
RAP1GAP,-0.179153839,2.07E-27,1.57E-25
MAF,0.012839528,0.411512346,0.477340216
TMEM178A,-0.087575791,2.21E-12,2.20E-11
BLOC1S5,-0.030930731,0.000312281,0.000737207
ZC3H10,-0.01696721,0.080123769,0.113844513
RBM12B,0.021670033,0.258236078,0.320392156
TOX4,-0.011065555,0.080154616,0.113855988
PEAK1,0.020561277,0.23382563,0.293603253
ZNF547,0.014159516,0.411389609,0.477340216
SYNJ2,-0.033712158,0.064166709,0.09283378
EXOC8,0.025999421,0.092025098,0.129212438
ABHD5,0.05567305,1.72E-08,9.09E-08
NPM1,0.002354033,0.838879807,0.870869546
CCDC22,0.050889089,1.89E-06,6.69E-06
TRAPPC6B,-0.083264094,0.002441475,0.004881799
GRINA,0.044511781,0.01532917,0.025702834
EIF3D,-0.019859498,0.059290626,0.086429485
ZNF771,0.111182916,1.55E-06,5.58E-06
SAMD13,0.04525649,0.014750521,0.024849261
CNPY3,0.015542414,0.411755771,0.477342651
ASRGL1,-0.016832471,0.366768442,0.433840125
SLC2A8,0.04780845,0.002038495,0.004141599
GPR183,0.213395118,1.54E-15,2.70E-14
IMPACT,-0.04648109,0.000117551,0.000300797
MID1,-0.037272099,0.000173708,0.000429545
SMOC2,0.193017807,9.94E-19,2.67E-17
PLXNA3,-0.082616631,2.89E-06,9.92E-06
SOX7,0.062719898,2.81E-05,8.08E-05
MYOZ1,-0.024193224,0.335478049,0.401289532
CUL4A,0.02720251,0.010880646,0.018949227
WDPCP,0.069062137,6.93E-11,5.34E-10
EP300,-0.107034104,4.56E-13,5.07E-12
AGO1,-0.063618614,3.74E-12,3.58E-11
CFAP36,0.103871182,6.48E-13,7.00E-12
RTRAF,0.063017966,6.50E-06,2.11E-05
UBASH3B,-0.004131735,0.807905058,0.844029521
PROSER2-AS1,-0.034576114,0.016225609,0.027024666
DONSON,-0.02722081,0.01595608,0.026628973
ZDHHC6,-0.025897666,0.001268072,0.002684319
TTC3P1,0.030717317,0.298293672,0.363064353
HAUS1,0.041802708,0.00658218,0.012033235
RNF43,0.060227761,0.000630108,0.001399618
PITHD1,0.019958217,0.030052637,0.046942576
EXOSC1,0.040472588,0.002877577,0.005668985
SLC1A3,-0.021721927,0.180641098,0.234965008
ANLN,-0.016805878,0.391101054,0.457214232
FASTK,0.103037227,3.34E-08,1.68E-07
TRPC3,-0.029592303,0.043240042,0.06500307
WRN,-0.030958007,0.011055565,0.019220384
STAT5A,-0.063669795,0.000127977,0.000324815
NAMPT,0.062809572,0.010086765,0.017665088
ZNF622,0.079642203,2.56E-10,1.82E-09
ZNF317,-0.063737423,5.50E-11,4.32E-10
HBP1,-0.006483717,0.782983891,0.82246207
POM121C,-0.085758949,3.80E-15,6.13E-14
VTA1,0.031452334,0.023883847,0.038092259
MITF,-0.005218477,0.626634297,0.682013819
RRM2,-0.062300568,8.12E-09,4.46E-08
CSPG4,0.023884448,0.162728452,0.214511537
STX16-NPEPL1,-0.100167303,0.000647114,0.001433706
STXBP3,0.031313699,0.02547206,0.040329417
PRDM10,-0.046311084,0.003812658,0.007332034
TXNL4B,-0.023133859,0.021258873,0.034312131
OSGIN2,0.011326924,0.418212347,0.484154141
ACSS1,0.199478479,1.83E-38,4.37E-36
ATP6AP2,0.006866556,0.484381936,0.547076956
ENTPD1-AS1,0.069501381,0.023181909,0.037114808
USP47,0.019343962,0.081768077,0.116048931
ARID2,0.027681675,0.013527982,0.022998686
TMEM35A,-0.050116649,0.01664838,0.027608972
AFDN,-0.01209321,0.401287397,0.467047716
ZNF561,0.000161058,0.987957715,0.990533101
RSPRY1,-0.027150987,0.001066884,0.002289451
KAT5,-0.027687177,0.033163399,0.051257185
KIAA1671,-0.13734804,1.10E-17,2.59E-16
SBNO2,-0.067477425,0.000228759,0.000552559
ABCA5,0.105916428,4.51E-08,2.20E-07
FGD4,0.072867056,1.12E-05,3.49E-05
ZNF841,-0.063453005,0.001730642,0.003549307
SORBS1,0.112985342,5.16E-10,3.46E-09
NDFIP1,-0.010198135,0.20004191,0.256595575
DDX58,0.040412169,0.000957837,0.002069655
ZNF829,-0.011817536,0.318799414,0.384188254
ZNF684,0.023974384,0.038727251,0.058891805
C12orf43,-0.005721002,0.733846243,0.779029982
ATP5MG,0.146934168,2.08E-11,1.74E-10
SLC36A4,-0.0276896,0.031154197,0.048436252
ETV3,-0.054309759,0.000103352,0.000267613
AL596202.1,-0.041249302,0.006192278,0.011412234
ARHGEF11,-0.110744382,1.99E-11,1.68E-10
DBF4,-0.05887669,1.90E-10,1.37E-09
CLTB,0.170742166,5.83E-15,9.03E-14
BCL6,-0.007798306,0.539289428,0.599210476
CLBA1,-0.055251325,0.011649124,0.020070854
PEX16,0.050902585,0.007036438,0.012765671
SIPA1L1,-0.044638016,0.015015816,0.025219711
NTN1,-0.168544307,8.93E-09,4.88E-08
AC098934.1,-0.050333723,0.055264615,0.081128325
PRICKLE1,-0.025965203,0.00471874,0.008896568
JTB,0.172490989,8.14E-08,3.74E-07
CHPF2,-0.051908116,9.24E-06,2.92E-05
MAP2K6,0.038006858,0.013584891,0.023080005
PSMG4,0.021259784,0.150967447,0.200701205
NRIP2,0.000121515,0.993117977,0.994112089
RPL18AP3,0.130976777,8.58E-06,2.74E-05
OPCML,-0.09305517,0.00736547,0.013314298
TCEANC2,0.001069496,0.922489228,0.938797772
ULK4,0.108611451,1.74E-07,7.56E-07
ETV6,-0.016203534,0.054237223,0.079760621
PPP1R12C,0.012745932,0.300160984,0.365159348
ATF2,-0.004025146,0.738148803,0.783431122
WAC-AS1,0.03416182,0.040062791,0.060774864
BUB1,-0.060164878,0.000147989,0.000370342
ZNF185,-0.056339622,0.00028034,0.000668751
ID4,-0.096150854,5.12E-08,2.47E-07
PLOD3,0.002219556,0.898171908,0.919020365
CTR9,0.010026836,0.481058605,0.543814837
RALGDS,-0.022521591,0.09640011,0.13456185
SNRNP40,-0.011283562,0.197395017,0.253851617
PM20D2,0.015562339,0.180960261,0.235135474
RNF165,0.075917206,6.34E-09,3.54E-08
GLB1,-0.032307119,0.000207613,0.00050588
FBN2,-0.063713849,9.38E-05,0.00024499
KCNJ2-AS1,0.064773596,0.000962412,0.002077746
C5orf63,0.036074687,0.024931302,0.039573496
EIF4HP2,0.067717032,0.023372992,0.03736092
HDAC4,-0.029956393,0.004119184,0.007867044
ARL8A,0.060120432,3.37E-09,1.97E-08
RANBP9,-0.027160997,0.054501322,0.080078346
HES4,0.169822969,1.56E-06,5.63E-06
PICALM,-0.033462073,0.006107054,0.011267627
SNX5,-0.02230369,0.002653825,0.00525718
LPIN1,-0.020630349,0.033556351,0.051752546
DDX23,-0.054024149,1.77E-08,9.30E-08
HIF3A,-0.004449268,0.847772266,0.87815648
AC027601.6,-0.077432862,8.47E-06,2.70E-05
RB1,0.02804631,0.124466378,0.169338718
TMEM129,0.036597112,0.00086695,0.001884674
PLD6,-0.002151416,0.897891559,0.919020365
ITPRID2,0.00026362,0.986526057,0.98949454
ATP6V1E2,0.003518372,0.890711189,0.913220071
PPP2R5D,-0.113448949,9.88E-08,4.48E-07
ABCD4,-0.038586716,0.000341902,0.000799209
MT-RNR2,0.116217095,3.93E-11,3.16E-10
SNX7,0.110039004,1.39E-15,2.47E-14
GLA,-0.00576259,0.63050557,0.685183188
RAB11FIP2,-0.008362226,0.508717287,0.570822809
LAT2,0.01308343,0.446954152,0.51185771
PIK3R6,0.048916422,0.015631026,0.026138839
KIAA0232,-0.00627299,0.531644126,0.592427152
ENO1,-0.028864566,0.025897213,0.040911868
ZNF573,0.095971221,1.01E-05,3.17E-05
HMG20B,0.074177336,6.98E-07,2.68E-06
SPTAN1,-0.063154302,1.68E-06,6.03E-06
FRMD5,0.115893366,8.44E-30,8.80E-28
EGFL7,0.097510008,0.00075874,0.001663904
VDAC1P8,-0.008665871,0.600804682,0.658055512
SCYL2,0.009390625,0.561714023,0.620678479
LINC00665,-0.045076231,2.65E-06,9.18E-06
SLC4A2,-0.034356688,0.025584142,0.040481238
FAS,-0.034014532,0.061126151,0.088871984
MAGI3,-0.009195805,0.432146254,0.497903987
AP000873.2,-0.00424152,0.840797365,0.872432551
ITPRIP,-0.028668063,0.018255252,0.029965942
RAD54L2,-0.059571717,0.000312108,0.000737148
VPS18,0.015907507,0.142117458,0.190403882
AC010615.2,-0.045537194,0.021014524,0.033961034
FAM102B,0.087258203,2.15E-07,9.11E-07
MC1R,-0.087249024,1.22E-05,3.74E-05
CALCOCO2,0.050026417,8.71E-07,3.28E-06
KCNMB2,0.095083558,2.74E-05,7.90E-05
PIP5K1A,-0.046975877,5.47E-08,2.62E-07
LINC01560,-0.003647602,0.759696066,0.802213375
KCTD17,-0.026425959,0.176962338,0.231081664
CCDC58,0.081266175,9.64E-07,3.61E-06
SH3GL3,-0.090136275,2.39E-08,1.22E-07
HHAT,-0.026201487,0.032469064,0.050339634
ZNF229,-0.048089052,0.005774883,0.010706123
HOOK1,-0.050717259,0.012531103,0.021486803
AL355001.2,0.092731685,7.85E-07,2.98E-06
AKAP10,-0.005232343,0.427887874,0.493982768
KHNYN,-0.131818415,2.30E-09,1.38E-08
BCL2L13,-0.024857398,0.002957532,0.005815046
CEP112,0.02720884,0.023449048,0.037434623
DHX15,-0.033047602,0.009434419,0.016645059
C8orf37,-0.010298282,0.556410527,0.615634573
HARBI1,-0.008771272,0.568587991,0.627026898
TRMT6,-0.031527873,0.005307071,0.009908647
CAPZB,0.013921136,0.184076546,0.238812333
EML4,-0.103852923,8.84E-20,2.81E-18
DIS3L,-0.038699427,9.53E-06,3.01E-05
VDAC1,0.001101908,0.885051444,0.908490499
ELAC1,-0.010697901,0.500797485,0.562946813
ACYP1,0.075255348,1.06E-06,3.91E-06
MAP3K12,-0.116278468,2.95E-14,4.08E-13
NOSIP,0.180501373,2.64E-11,2.18E-10
CCR10,0.148346483,2.39E-07,1.00E-06
MBOAT1,-0.080131646,0.00317641,0.006220937
GSE1,-0.094981512,4.73E-13,5.23E-12
FGFRL1,-0.040135646,0.001236343,0.002624933
SRPK3,0.047581463,0.000563394,0.001260954
ZNF793,-0.012678891,0.271385581,0.334383417
NRSN2,-0.001362447,0.921639786,0.938215213
AC005342.1,0.312983222,2.98E-05,8.52E-05
PARD3,0.037138757,0.037053184,0.056587025
CEACAM19,-0.048762793,0.04305616,0.06476972
ZC2HC1A,0.040768329,0.002639923,0.005235865
COPG2,-0.013615714,0.165819821,0.218126574
SEC63,-0.002028562,0.846213132,0.8769048
INPP5D,-0.029691307,0.033554077,0.051752546
PLN,0.197466678,1.99E-26,1.33E-24
ASB10,0.203856071,9.22E-18,2.21E-16
BBS4,0.007302577,0.461274997,0.525489857
RNF144B,0.07113754,0.00067391,0.001487003
VAPB,-0.032289181,0.000150629,0.000376762
CENPJ,-0.028512774,0.003797544,0.007305779
PRDM1,0.052889343,0.017114475,0.028260362
MAP7D3,0.075733414,0.00057119,0.001276116
AL109615.3,0.093444877,1.37E-05,4.15E-05
MAPK6,-0.038138881,0.028071324,0.044040358
RAI1,-0.123612777,4.68E-10,3.18E-09
LENG1,0.106453422,7.75E-05,0.000205275
AC092944.1,0.041083544,0.004593966,0.00868753
PRR14L,-0.059445104,0.000301796,0.000714479
EXOC2,-0.010912375,0.327862514,0.393497976
INAFM2,0.014143833,0.159678532,0.210810879
AL049838.1,0.046022069,0.030778938,0.047957211
B9D2,0.046188414,0.013993788,0.023702216
CSTF2,-0.019803911,0.010351359,0.018096781
PANK2,-0.00823277,0.550163218,0.609801838
TPPP3,0.168090168,3.60E-10,2.51E-09
INCENP,-0.173487422,1.42E-18,3.68E-17
FLNA,-0.088354902,1.85E-07,7.98E-07
CLUH,-0.024280777,0.052378277,0.077231314
MIR924HG,0.024781846,0.462924627,0.52712893
FMNL2,0.002367922,0.862015997,0.889777041
TNS2,-0.058395213,0.000176883,0.000436964
B3GNT7,0.09760253,4.87E-07,1.93E-06
RASSF5,-0.280175373,3.13E-46,2.61E-43
MARK4,-0.035776154,0.000309785,0.000732353
AVIL,0.05413875,0.00073868,0.001622759
DLG3,-0.025588729,3.53E-06,1.20E-05
DENND4B,-0.052211728,1.79E-05,5.31E-05
ZNF205,0.101521315,1.92E-05,5.69E-05
ABHD11,0.040801778,0.021542217,0.03473735
LINC00882,0.175467047,2.16E-14,3.04E-13
PARL,0.135109761,2.11E-05,6.20E-05
NUDT13,0.056841148,0.000468068,0.001064275
IGSF9B,-0.124672051,0.001651197,0.003405935
MYO10,0.018680124,0.373536757,0.440076292
RRAD,0.164670376,5.31E-13,5.86E-12
CCDC80,-0.083207301,3.98E-05,0.00011145
MCMDC2,-0.017972528,0.304072139,0.369378205
SYTL2,0.103687593,9.47E-08,4.30E-07
ACYP2,0.097095246,6.94E-10,4.55E-09
DUS1L,0.038950496,0.01519696,0.025506814
MTIF2,0.013347581,0.254270019,0.316256242
MCM8,-0.035859276,0.045414052,0.067883486
SF3A1,-0.064742403,2.62E-09,1.56E-08
DDX56,0.009656321,0.507548371,0.569639024
KMT5A,-0.039616517,2.49E-05,7.23E-05
LIMS1,-0.055142399,6.64E-08,3.13E-07
NPIPB5,-0.080417902,0.001955033,0.003981737
OLFML2A,0.082291541,1.76E-10,1.28E-09
ABCC5,-0.043402096,0.006428192,0.011799178
GPHN,-0.016385951,0.151352203,0.201159228
AL109615.2,0.167308272,8.04E-10,5.21E-09
RAB31,-0.072255262,1.28E-06,4.66E-06
SCAMP4,-0.064749673,0.00011869,0.0003034
DNAJC1,0.079105799,0.000976735,0.002107757
ICMT,-0.00382524,0.595243218,0.652822129
AL158212.3,-0.047557331,3.85E-05,0.000108203
AL392089.1,0.04646868,0.020155281,0.032740872
RASIP1,-0.021151646,0.173742023,0.227411024
HEMGN,-0.062859859,0.02406743,0.038348358
GCLC,-0.048292865,1.90E-05,5.64E-05
MYADML2,0.147417944,9.35E-14,1.18E-12
ANKRD10-IT1,-0.013723467,0.4341442,0.499935743
TEDC1,0.013604705,0.494983184,0.557413495
AC124045.1,-0.024236429,0.092748486,0.130082028
SFMBT1,0.051534956,2.67E-07,1.11E-06
ZNF552,0.019728176,0.328858898,0.394504436
LPGAT1,-0.011123376,0.350626539,0.417213873
SPATA13,-0.048636851,0.003532655,0.006851543
QSOX2,-0.078511974,5.65E-07,2.21E-06
CYSTM1,0.123371822,7.25E-11,5.54E-10
GMPR,0.099196633,4.70E-08,2.28E-07
ISLR2,0.200565134,1.89E-16,3.86E-15
GKAP1,0.158598291,5.67E-11,4.43E-10
DGKA,-0.048701312,0.000418351,0.000960402
PHLDA1,-0.024555855,0.034878114,0.053526879
PKD1L2,0.104838751,0.006985492,0.012687054
KLHDC9,0.135191851,1.51E-14,2.18E-13
PDLIM3,-0.06745036,1.06E-05,3.33E-05
BCO2,0.044986854,0.022316525,0.035819695
NFATC2IP,-0.054767974,1.64E-07,7.17E-07
TRIM45,0.005196677,0.631511585,0.685680331
